budget,genres,id,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count
45000000,"[{""id"": 35, ""name"": ""Comedy""}]",4248,en,Scary Movie 2,35.376971,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-07-04,141220678,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",No More Mercy. No More Shame. No More Sequels - Honest! - We Lied.,Scary Movie 2,5.4,982
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",9472,en,DodgeBall: A True Underdog Story,41.156217,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-06-18,167722310,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Grab Life By The Ball,DodgeBall: A True Underdog Story,6.2,981
63000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]",818,en,Austin Powers in Goldmember,40.137264,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-07-26,296655431,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",He's still evil... He's still deadly... and he's still surrounded by frickin' idiots!,Austin Powers in Goldmember,5.9,979
103000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",172385,en,Rio 2,42.40024,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-19,500188435,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]","He's villainous, she's venomous.",Rio 2,6.3,978
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",6557,en,27 Dresses,30.695228,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-01-10,160259319,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",She's about to find the perfect fit.,27 Dresses,6.1,978
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",51828,en,One Day,16.629173,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-02,59389433,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Twenty years. Two people.,One Day,7.0,978
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6023,en,P.S. I Love You,29.489274,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-11-15,156835339,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","His life ended. Now, a new one will begin.",P.S. I Love You,6.9,977
25000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",9286,en,Final Destination 3,31.64341,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-02-10,117719158,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",This Ride Will Be The Death Of You.,Final Destination 3,5.8,974
25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",276907,en,Legend,32.854557,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2015-09-09,42972994,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Love, fight, live, rule like a legend.",Legend,6.7,973
40000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",1586,en,Secret Window,32.908414,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-03-12,92913171,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The most important part of a story is the ending.,Secret Window,6.4,972
38000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",20943,en,The Ugly Truth,22.332927,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-24,205298907,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The battle of the sexes is on.,The Ugly Truth,6.4,972
4000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",770,en,Gone with the Wind,48.98255,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1939-12-15,400176459,238,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The greatest romance of all time!,Gone with the Wind,7.7,970
100000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",2486,en,Eragon,30.863434,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]",2006-12-14,249288105,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","As darkness falls, the last dragon will choose its rider.",Eragon,4.9,967
30000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",16871,en,Drag Me to Hell,45.083509,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-03-15,90810892,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}]","Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.",Drag Me to Hell,6.2,966
24000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1620,en,Hitman,42.669304,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-11-21,99965753,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""sr"", ""name"": ""Srpski""}]",Assassin 47,Hitman,5.9,966
135000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",308531,en,Teenage Mutant Ninja Turtles: Out of the Shadows,39.873791,"[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",2016-06-01,245623848,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Raise some shell.,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963
100000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2277,en,Bicentennial Man,24.939295,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-12-17,93700000,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",One robot's 200 year journey to become an ordinary man.,Bicentennial Man,6.9,963
45000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",1493,en,Miss Congeniality,32.624355,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-12-14,212000000,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Never Mess With An Agent In A Dress.,Miss Congeniality,6.1,961
35000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}]",59965,en,Abduction,19.893646,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-22,82087155,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",They stole his life. He's taking it back.,Abduction,5.6,961
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",90,en,Beverly Hills Cop,29.843818,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-11-29,316360478,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Heat Is On!,Beverly Hills Cop,6.8,961
133000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",10137,en,Stuart Little,30.475297,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-12-17,300135367,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Little Family Just Got Bigger,Stuart Little,5.8,959
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",10184,en,He's Just Not That Into You,26.253357,"[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2009-02-06,177259441,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Are you the exception...or the rule?,He's Just Not That Into You,6.2,959
2500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",76,en,Before Sunrise,23.672571,"[{""iso_3166_1"": ""AT"", ""name"": ""Austria""}, {""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-01-27,5535405,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Can the greatest romance of your life last only one night?,Before Sunrise,7.7,959
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",582,de,Das Leben der Anderen,34.938177,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2006-03-15,70000000,137,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}]","Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets.",The Lives of Others,7.9,958
95000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",68737,en,Seventh Son,63.628459,"[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-12-12,114178613,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","When darkness falls, the son will rise. When the son falls, the dark knight will rise.",Seventh Son,5.2,957
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1669,en,The Hunt for Red October,46.212155,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-03-02,199200000,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Invisible. Silent. Stolen.,The Hunt for Red October,7.2,957
2000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",8810,en,Mad Max 2,37.117362,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",1981-12-24,24600832,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","When all that's left is one last chance, pray that he's still out there ... somewhere!",Mad Max 2: The Road Warrior,7.3,957
20000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",68727,en,Trance,38.802415,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2013-03-27,24261569,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Don't be a hero.,Trance,6.5,956
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",266647,en,Pan,48.03528,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-24,128388320,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Every legend has a beginning.,Pan,5.9,954
100000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",18487,en,The Taking of Pelham 1 2 3,40.597856,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-11,150166126,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",I can't get it out of my head. I'm gonna die today.,The Taking of Pelham 1 2 3,6.2,954
15000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",9495,en,The Crow,44.690107,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-05-11,94000000,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Real love is forever.,The Crow,7.3,953
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",392,en,Chocolat,28.727731,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-12-14,152500343,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",...and the world is still indulging!,Chocolat,6.8,951
15000000,"[{""id"": 18, ""name"": ""Drama""}]",228970,en,Wild,42.952942,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-05,52501541,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",,Wild,7.0,951
92000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",664,en,Twister,32.079995,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-05-10,494471524,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Dark Side of Nature.,Twister,6.1,950
60000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",8645,en,The Happening,20.501582,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2008-06-11,163403799,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",We've Sensed It. We've Seen The Signs. Now... It's Happening.,The Happening,4.9,950
20000000,"[{""id"": 18, ""name"": ""Drama""}]",295964,en,Burnt,30.477114,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-02,36606743,100,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Never underestimate a man with everything to lose.,Burnt,6.3,950
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",639,en,When Harry Met Sally...,18.430419,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-07-21,92823546,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Can two friends sleep together and still love each other in the morning?,When Harry Met Sally...,7.3,950
140000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",9016,en,Treasure Planet,38.924136,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-26,109578115,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Find your place in the universe.,Treasure Planet,7.2,948
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",23169,en,Remember Me,36.764666,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-03-12,0,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Live in the moments.,Remember Me,6.9,948
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",77877,en,The Lucky One,26.811541,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-19,99357138,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",,The Lucky One,6.8,946
150000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",9982,en,Chicken Little,47.973995,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-04,314432665,81,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","When it comes to saving the world, it helps to be a little chicken.",Chicken Little,5.6,944
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",257091,en,Get Hard,36.301202,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-03-26,111811453,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",An education in incarceration.,Get Hard,5.9,944
8200000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",15121,en,The Sound of Music,37.960289,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1965-03-02,286214286,174,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",The happiest sound in all the world!,The Sound of Music,7.4,941
950000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",646,en,Dr. No,48.901542,"[{""iso_3166_1"": ""JM"", ""name"": ""Jamaica""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1962-10-04,59600000,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",NOW meet the most extraordinary gentleman spy in all fiction!,Dr. No,6.9,940
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",300671,en,13 Hours: The Secret Soldiers of Benghazi,42.526529,"[{""iso_3166_1"": ""MT"", ""name"": ""Malta""}, {""iso_3166_1"": ""MA"", ""name"": ""Morocco""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-01-13,69411370,144,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","When everything went wrong, six men had the courage to do what was right.",13 Hours: The Secret Soldiers of Benghazi,7.0,938
18000000,"[{""id"": 18, ""name"": ""Drama""}]",1578,en,Raging Bull,35.524457,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-11-14,23000000,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",,Raging Bull,7.7,938
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",65057,en,The Descendants,40.903931,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-09,177243185,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The South Pacific ain't that terrific.,The Descendants,6.7,934
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",8329,es,[REC],31.691617,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2007-04-10,30448000,78,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",One witness. One camera,[REC],7.1,934
